,基金代码,拼音缩写,基金简称,基金类型,拼音全称
10278,012581,CTZGHA30TGDZDZC,财通资管鸿安30天滚动中短债C,债券型,CAITONGZIGUANHONGAN30TIANGUNDONGZHONGDUANZHAIC
10279,012582,JYPZZZYNHHA,交银品质增长一年混合A,混合型,JIAOYINPINZHIZENGZHANGYINIANHUNHEA
10280,012583,JYPZZZYNHHC,交银品质增长一年混合C,混合型,JIAOYINPINZHIZENGZHANGYINIANHUNHEC
10281,012584,NFZGXXJJ9GYCYQHHQDIIA,南方中国新兴经济9个月持有期混合(QDII)A,QDII,NANFANGZHONGGUOXINXINGJINGJI9GEYUECHIYOUQIHUNHEQDIIA
10282,012588,NFGGTYSQYHHA,南方港股通优势企业混合A,混合型,NANFANGGANGGUTONGYOUSHIQIYEHUNHEA
10283,012589,NFGGTYSQYHHC,南方港股通优势企业混合C,混合型,NANFANGGANGGUTONGYOUSHIQIYEHUNHEC
10284,012591,GFTC180TGDCYZQA,广发添财180天滚动持有债券A,债券型,GUANGFATIANCAI180TIANGUNDONGCHIYOUZHAIQUANA
10285,012592,GFTC180TGDCYZQC,广发添财180天滚动持有债券C,债券型,GUANGFATIANCAI180TIANGUNDONGCHIYOUZHAIQUANC
10286,012593,GFTC180TGDCYZQE,广发添财180天滚动持有债券E,债券型,GUANGFATIANCAI180TIANGUNDONGCHIYOUZHAIQUANE
10287,012596,HTFZZ800ETFLJA,汇添富中证800ETF联接A,联接基金,HUITIANFUZHONGZHENG800ETFLIANJIEA
10288,012597,HTFZZ800ETFLJC,汇添富中证800ETF联接C,联接基金,HUITIANFUZHONGZHENG800ETFLIANJIEC
10289,012600,ZYNHQDGPC,中银内核驱动股票C,股票型,ZHONGYINNEIHEQUDONGGUPIAOC
10290,012603,FADFLCZC,富安达富利纯债C,债券型,FUANDAFULICHUNZHAIC
10291,012604,ZSXSYNDKZQXFQS,浙商兴盛一年定开债券型发起式,定开债券,ZHESHANGXINGSHENGYINIANDINGKAIZHAIQUANXINGFAQISHI
10292,012605,DCZZZQBXZSA,东财中证证券保险指数A,股票指数,DONGCAIZHONGZHENGZHENGQUANBAOXIANZHISHUA
10293,012606,DCZZZQBXZSC,东财中证证券保险指数C,股票指数,DONGCAIZHONGZHENGZHENGQUANBAOXIANZHISHUC
10294,012607,HTFBXLHPZHHC,汇添富保鑫灵活配置混合C,混合型,HUITIANFUBAOXINLINGHUOPEIZHIHUNHEC
10295,012608,XDAYLXZXHH,信达澳银领先智选混合,混合型,XINDAAOYINLINGXIANZHIXUANHUNHE
10296,012609,AXWJHLYNCYHHA,安信稳健汇利一年持有混合A,混合型,ANXINWENJIANHUILIYINIANCHIYOUHUNHEA
10297,012610,AXWJHLYNCYHHC,安信稳健汇利一年持有混合C,混合型,ANXINWENJIANHUILIYINIANCHIYOUHUNHEC
10298,012613,CJHXCYZXHHA,创金合信产业智选混合A,混合型,CHUANGJINHEXINCHANYEZHIXUANHUNHEA
10299,012614,CJHXCYZXHHC,创金合信产业智选混合C,混合型,CHUANGJINHEXINCHANYEZHIXUANHUNHEC
10300,012615,DWGQGGZTLHPZHHC,东吴国企改革主题灵活配置混合C,混合型,DONGWUGUOQIGAIGEZHUTILINGHUOPEIZHIHUNHEC
10301,012617,DWXJJHHC,东吴新经济混合C,混合型,DONGWUXINJINGJIHUNHEC
10302,012621,NAXFHHC,诺安先锋混合C,混合型,NUOANXIANFENGHUNHEC
10303,012622,JYTYCZZQC,金鹰添裕纯债债券C,债券型,JINYINGTIANYUCHUNZHAIZHAIQUANC
10304,012623,JYTYCZZQC,金鹰添盈纯债债券C,债券型,JINYINGTIANYINGCHUNZHAIZHAIQUANC
10305,012628,HXDPJXHHC,华夏大盘精选混合C,混合型,HUAXIADAPANJINGXUANHUNHEC
10306,012631,ZYYXLHPZHHC,中银优选灵活配置混合C,混合型,ZHONGYINYOUXUANLINGHUOPEIZHIHUNHEC
10307,012634,GTZZYLETFLJA,国泰中证医疗ETF联接A,联接基金,GUOTAIZHONGZHENGYILIAOETFLIANJIEA
10308,012635,GTZZYLETFLJC,国泰中证医疗ETF联接C,联接基金,GUOTAIZHONGZHENGYILIAOETFLIANJIEC
10309,012636,GTZZQZRJETFLJA,国泰中证全指软件ETF联接A,联接基金,GUOTAIZHONGZHENGQUANZHIRUANJIANETFLIANJIEA
10310,012637,GTZZQZRJETFLJC,国泰中证全指软件ETF联接C,联接基金,GUOTAIZHONGZHENGQUANZHIRUANJIANETFLIANJIEC
10311,012640,PHWJHLYNCYQHHA,鹏华稳健鸿利一年持有期混合A,混合型,PENGHUAWENJIANHONGLIYINIANCHIYOUQIHUNHEA
10312,012641,PHWJHLYNCYQHHC,鹏华稳健鸿利一年持有期混合C,混合型,PENGHUAWENJIANHONGLIYINIANCHIYOUQIHUNHEC
10313,012648,PHWT30TGDCYZQA,鹏华稳泰30天滚动持有债券A,债券型,PENGHUAWENTAI30TIANGUNDONGCHIYOUZHAIQUANA
10314,012649,PHWT30TGDCYZQC,鹏华稳泰30天滚动持有债券C,债券型,PENGHUAWENTAI30TIANGUNDONGCHIYOUZHAIQUANC
10315,012650,BSBDTZTHHA,博时半导体主题混合A,混合型,BOSHIBANDAOTIZHUTIHUNHEA
10316,012651,BSBDTZTHHC,博时半导体主题混合C,混合型,BOSHIBANDAOTIZHUTIHUNHEC
10317,012654,XZQQYXPHSGYCYHHFOF,兴证全球优选平衡三个月持有混合(FOF),混合-FOF,XINGZHENGQUANQIUYOUXUANPINGHENGSANGEYUECHIYOUHUNHEFOF
10318,012655,BS5G50ETFLJA,博时5G50ETF联接A,联接基金,BOSHI5G50ETFLIANJIEA
10319,012658,BS5G50ETFLJC,博时5G50ETF联接C,联接基金,BOSHI5G50ETFLIANJIEC
10320,012659,HAAYLHPZHHC,华安安益灵活配置混合C,混合型,HUAANANYILINGHUOPEIZHIHUNHEC
10321,012660,HAXLXLHPZHHC,华安新乐享灵活配置混合C,混合型,HUAANXINLEXIANGLINGHUOPEIZHIHUNHEC
10322,012661,GFHYYNCYQHHA,广发恒益一年持有期混合A,混合型,GUANGFAHENGYIYINIANCHIYOUQIHUNHEA
10323,012662,GFHYYNCYQHHC,广发恒益一年持有期混合C,混合型,GUANGFAHENGYIYINIANCHIYOUQIHUNHEC
10324,012671,JSHXLCHHA,嘉实核心蓝筹混合A,混合型,JIASHIHEXINLANCHOUHUNHEA
10325,012672,JSHXLCHHC,嘉实核心蓝筹混合C,混合型,JIASHIHEXINLANCHOUHUNHEC
10326,012683,DFHAYZXYNCYHHA,东方红安盈甄选一年持有混合A,混合型,DONGFANGHONGANYINGZHENXUANYINIANCHIYOUHUNHEA
10327,012684,DFHAYZXYNCYHHC,东方红安盈甄选一年持有混合C,混合型,DONGFANGHONGANYINGZHENXUANYINIANCHIYOUHUNHEC
10328,012687,HYHYJXSGYHHFOF,恒越汇优精选三个月混合(FOF),混合-FOF,HENGYUEHUIYOUJINGXUANSANGEYUEHUNHEFOF
10329,012688,CACZYXHHA,长安成长优选混合A,混合型,CHANGANCHENGZHANGYOUXUANHUNHEA
10330,012689,CACZYXHHC,长安成长优选混合C,混合型,CHANGANCHENGZHANGYOUXUANHUNHEC
10331,012692,BSZZ03NGKHA,博时中债0-3年国开行A,债券指数,BOSHIZHONGZHAI03NIANGUOKAIHANGA
10332,012693,BSZZ03NGKHC,博时中债0-3年国开行C,债券指数,BOSHIZHONGZHAI03NIANGUOKAIHANGC
10333,012696,TTSZJJGPA,同泰数字经济股票A,股票型,TONGTAISHUZIJINGJIGUPIAOA
10334,012697,TTSZJJGPC,同泰数字经济股票C,股票型,TONGTAISHUZIJINGJIGUPIAOC
10335,012698,PAZZXNCETFLJA,平安中证新能车ETF联接A,联接基金,PINGANZHONGZHENGXINNENGCHEETFLIANJIEA
10336,012699,PAZZXNCETFLJC,平安中证新能车ETF联接C,联接基金,PINGANZHONGZHENGXINNENGCHEETFLIANJIEC
10337,012711,QHKYHGSLCJXHHC,前海开源沪港深蓝筹精选混合C,混合型,QIANHAIKAIYUANHUGANGSHENLANCHOUJINGXUANHUNHEC
10338,012719,HXXXJJYNCYHHA,华夏新兴经济一年持有混合A,混合型,HUAXIAXINXINGJINGJIYINIANCHIYOUHUNHEA
10339,012720,HXXXJJYNCYHHC,华夏新兴经济一年持有混合C,混合型,HUAXIAXINXINGJINGJIYINIANCHIYOUHUNHEC
10340,012721,ZXBCYLMBRQ2040SNCYQHHFOF,中信保诚养老目标日期2040三年持有期混合(FOF),混合-FOF,ZHONGXINBAOCHENGYANGLAOMUBIAORIQI2040SANNIANCHIYOUQIHUNHEFOF
10341,012722,PAZZGFCYZSA,平安中证光伏产业指数A,股票指数,PINGANZHONGZHENGGUANGFUCHANYEZHISHUA
10342,012723,PAZZGFCYZSC,平安中证光伏产业指数C,股票指数,PINGANZHONGZHENGGUANGFUCHANYEZHISHUC
10343,012724,GTZZXMYZETFLJA,国泰中证畜牧养殖ETF联接A,联接基金,GUOTAIZHONGZHENGXUMUYANGZHIETFLIANJIEA
10344,012725,GTZZXMYZETFLJC,国泰中证畜牧养殖ETF联接C,联接基金,GUOTAIZHONGZHENGXUMUYANGZHIETFLIANJIEC
10345,012726,SWLXRXHHA,申万菱信睿选混合A,混合型,SHENWANLINGXINRUIXUANHUNHEA
10346,012727,SWLXRXHHC,申万菱信睿选混合C,混合型,SHENWANLINGXINRUIXUANHUNHEC
10347,012728,GTZZDMYXETFLJA,国泰中证动漫游戏ETF联接A,联接基金,GUOTAIZHONGZHENGDONGMANYOUXIETFLIANJIEA
10348,012729,GTZZDMYXETFLJC,国泰中证动漫游戏ETF联接C,联接基金,GUOTAIZHONGZHENGDONGMANYOUXIETFLIANJIEC
10349,012730,GTZZXFHGCYZTETFLJA,国泰中证细分化工产业主题ETF联接A,联接基金,GUOTAIZHONGZHENGXIFENHUAGONGCHANYEZHUTIETFLIANJIEA
10350,012731,GTZZXFHGCYZTETFLJC,国泰中证细分化工产业主题ETF联接C,联接基金,GUOTAIZHONGZHENGXIFENHUAGONGCHANYEZHUTIETFLIANJIEC
10351,012737,GFZZCXYCYETFLJA,广发中证创新药产业ETF联接A,联接基金,GUANGFAZHONGZHENGCHUANGXINYAOCHANYEETFLIANJIEA
10352,012738,GFZZCXYCYETFLJC,广发中证创新药产业ETF联接C,联接基金,GUANGFAZHONGZHENGCHUANGXINYAOCHANYEETFLIANJIEC
10353,012744,GDPZSHHHA,光大品质生活混合A,混合型,GUANGDAPINZHISHENGHUOHUNHEA
10354,012745,HBBRYNDKZ,华宝宝瑞一年定开债,定开债券,HUABAOBAORUIYINIANDINGKAIZHAI
10355,012748,HTBRYJZXHHA,华泰柏瑞远见智选混合A,混合型,HUATAIBAIRUIYUANJIANZHIXUANHUNHEA
10356,012749,HTBRYJZXHHC,华泰柏瑞远见智选混合C,混合型,HUATAIBAIRUIYUANJIANZHIXUANHUNHEC
10357,012750,SYHDLZQ,上银慧鼎利债券,债券型,SHANGYINHUIDINGLIZHAIQUAN
10358,012754,PHNDDTLJA,鹏华内地低碳联接A,联接基金,PENGHUANEIDIDITANLIANJIEA
10359,012755,PHNDDTLJC,鹏华内地低碳联接C,联接基金,PENGHUANEIDIDITANLIANJIEC
10360,012758,GDPZSHHHC,光大品质生活混合C,混合型,GUANGDAPINZHISHENGHUOHUNHEC
10361,012763,HTZJZZXFSPYLFQA,华泰紫金中证细分食品饮料发起A,股票指数,HUATAIZIJINZHONGZHENGXIFENSHIPINYINLIAOFAQIA
10362,012764,HTZJZZXFSPYLFQC,华泰紫金中证细分食品饮料发起C,股票指数,HUATAIZIJINZHONGZHENGXIFENSHIPINYINLIAOFAQIC
10363,012771,BYYSCYHHC,宝盈优势产业混合C,混合型,BAOYINGYOUSHICHANYEHUNHEC
10364,012772,XDAYJHPZHHC,信达澳银精华配置混合C,混合型,XINDAAOYINJINGHUAPEIZHIHUNHEC
10365,012773,JSCDZZQA,嘉实超短债债券A,债券型,JIASHICHAODUANZHAIZHAIQUANA
10366,012778,ZOYLCYHHC,中欧养老产业混合C,混合型,ZHONGOUYANGLAOCHANYEHUNHEC
10367,012779,BSYDHLZTHHA,博时移动互联主题混合A,混合型,BOSHIYIDONGHULIANZHUTIHUNHEA
10368,012780,BSYDHLZTHHC,博时移动互联主题混合C,混合型,BOSHIYIDONGHULIANZHUTIHUNHEC
10369,012791,HTFJJJDYNCYHHFOFA,汇添富聚焦经典一年持有混合(FOF)A,混合-FOF,HUITIANFUJUJIAOJINGDIANYINIANCHIYOUHUNHEFOFA
10370,012792,HTFJJJDYNCYHHFOFC,汇添富聚焦经典一年持有混合(FOF)C,混合-FOF,HUITIANFUJUJIAOJINGDIANYINIANCHIYOUHUNHEFOFC
10371,012798,HBDSCYHHC,华宝第三产业混合C,混合型,HUABAODISANCHANYEHUNHEC
10372,012799,HBLSZTHHC,华宝绿色主题混合C,混合型,HUABAOLVSEZHUTIHUNHEC
10373,012814,XHAYYNDKZQFQS,兴华安盈一年定开债券发起式,定开债券,XINGHUAANYINGYINIANDINGKAIZHAIQUANFAQISHI
10374,012815,BYXXCYHHC,宝盈新兴产业混合C,混合型,BAOYINGXINXINGCHANYEHUNHEC
10375,012820,HTFJZLXHH,汇添富价值领先混合,混合型,HUITIANFUJIAZHILINGXIANHUNHE
10376,012825,AXYXCZZQC,安信优享纯债债券C,债券型,ANXINYOUXIANGCHUNZHAIZHAIQUANC
10377,012828,FGPCHB12GYCYHHA,富国浦诚回报12个月持有混合A,混合型,FUGUOPUCHENGHUIBAO12GEYUECHIYOUHUNHEA
10378,012829,FGPCHB12GYCYHHC,富国浦诚回报12个月持有混合C,混合型,FUGUOPUCHENGHUIBAO12GEYUECHIYOUHUNHEC
10379,012830,HTFHBE,汇添富货币E,货币型,HUITIANFUHUOBIE
10380,012833,JYHXYNCYQHHA,交银鸿信一年持有期混合A,混合型,JIAOYINHONGXINYINIANCHIYOUQIHUNHEA
10381,012834,JYHXYNCYQHHC,交银鸿信一年持有期混合C,混合型,JIAOYINHONGXINYINIANCHIYOUQIHUNHEC
10382,012835,ZSJQJXGPA,招商景气精选股票A,股票型,ZHAOSHANGJINGQIJINGXUANGUPIAOA
10383,012836,ZSJQJXGPC,招商景气精选股票C,股票型,ZHAOSHANGJINGQIJINGXUANGUPIAOC
10384,012841,HTBRJYHBC,华泰柏瑞交易货币C,货币型,HUATAIBAIRUIJIAOYIHUOBIC
10385,012847,NAJJHBHHC,诺安积极回报混合C,混合型,NUOANJIJIHUIBAOHUNHEC
10386,012878,ZXJTLHJX6GYCYHHA,中信建投量化精选6个月持有混合A,混合型,ZHONGXINJIANTOULIANGHUAJINGXUAN6GEYUECHIYOUHUNHEA
10387,012879,ZXJTLHJX6GYCYHHC,中信建投量化精选6个月持有混合C,混合型,ZHONGXINJIANTOULIANGHUAJINGXUAN6GEYUECHIYOUHUNHEC
10388,012882,GYKJLTETFFQSLJA,工银科技龙头ETF发起式联接A,联接基金,GONGYINKEJILONGTOUETFFAQISHILIANJIEA
10389,012883,GYKJLTETFFQSLJC,工银科技龙头ETF发起式联接C,联接基金,GONGYINKEJILONGTOUETFFAQISHILIANJIEC
10390,012887,HXKZZZQZQC,华夏可转债增强债券C,债券型,HUAXIAKEZHUANZHAIZENGQIANGZHAIQUANC
10391,012890,DCJYZQC,大成景盈债券C,债券型,DACHENGJINGYINGZHAIQUANC
10392,012891,AXXFYXHHC,安信鑫发优选混合C,混合型,ANXINXINFAYOUXUANHUNHEC
10393,012894,THZZKCCY50ZSA,天弘中证科创创业50指数A,股票指数,TIANHONGZHONGZHENGKECHUANGCHUANGYE50ZHISHUA
10394,012895,THZZKCCY50ZSC,天弘中证科创创业50指数C,股票指数,TIANHONGZHONGZHENGKECHUANGCHUANGYE50ZHISHUC
10395,012898,XYZZKCCY50ZSA,兴银中证科创创业50指数A,股票指数,XINGYINZHONGZHENGKECHUANGCHUANGYE50ZHISHUA
10396,012899,XYZZKCCY50ZSC,兴银中证科创创业50指数C,股票指数,XINGYINZHONGZHENGKECHUANGCHUANGYE50ZHISHUC
10397,012907,PYZZKCCY50ZSA,鹏扬中证科创创业50指数A,股票指数,PENGYANGZHONGZHENGKECHUANGCHUANGYE50ZHISHUA
10398,012908,PYZZKCCY50ZSC,鹏扬中证科创创业50指数C,股票指数,PENGYANGZHONGZHENGKECHUANGCHUANGYE50ZHISHUC
10399,012909,PAYSWJPZSGYCYZQFOFA,平安盈盛稳健配置三个月持有债券(FOF)A,债券-FOF,PINGANYINGSHENGWENJIANPEIZHISANGEYUECHIYOUZHAIQUANFOFA
10400,012910,PAYSWJPZSGYCYZQFOFC,平安盈盛稳健配置三个月持有债券(FOF)C,债券-FOF,PINGANYINGSHENGWENJIANPEIZHISANGEYUECHIYOUZHAIQUANFOFC
10401,012911,TTHS300LHZQA,同泰沪深300量化增强A,股票指数,TONGTAIHUSHEN300LIANGHUAZENGQIANGA
10402,012912,TTHS300LHZQC,同泰沪深300量化增强C,股票指数,TONGTAIHUSHEN300LIANGHUAZENGQIANGC
10403,020001,GTJYZZHH,国泰金鹰增长混合,混合型,GUOTAIJINYINGZENGZHANGHUNHE
10404,020002,GTJLZQA,国泰金龙债券A,债券型,GUOTAIJINLONGZHAIQUANA
10405,020003,GTJLHYHH,国泰金龙行业混合,混合型,GUOTAIJINLONGHANGYEHUNHE
10406,020005,GTJMWJHH,国泰金马稳健混合,混合型,GUOTAIJINMAWENJIANHUNHE
10407,020007,GTHBA,国泰货币A,货币型,GUOTAIHUOBIA
10408,020009,GTJPLCHH,国泰金鹏蓝筹混合,混合型,GUOTAIJINPENGLANCHOUHUNHE
10409,020010,GTJNCXCZHH,国泰金牛创新成长混合,混合型,GUOTAIJINNIUCHUANGXINCHENGZHANGHUNHE
10410,020011,GTHS300ZSA,国泰沪深300指数A,股票指数,GUOTAIHUSHEN300ZHISHUA
10411,020012,GTJLZQC,国泰金龙债券C,债券型,GUOTAIJINLONGZHAIQUANC
10412,020015,GTQWYSHH,国泰区位优势混合,混合型,GUOTAIQUWEIYOUSHIHUNHE
10413,020018,GTJLHH,国泰金鹿混合,混合型,GUOTAIJINLUHUNHE
10414,020019,GTSLZQA,国泰双利债券A,债券型,GUOTAISHUANGLIZHAIQUANA
10415,020020,GTSLZQC,国泰双利债券C,债券型,GUOTAISHUANGLIZHAIQUANC
10416,020021,GTSZ180JRETFLJ,国泰上证180金融ETF联接,联接基金,GUOTAISHANGZHENG180JINRONGETFLIANJIE
10417,020022,GTCLJZLHPZHH,国泰策略价值灵活配置混合,混合型,GUOTAICELUEJIAZHILINGHUOPEIZHIHUNHE
10418,020023,GTSJQDCLHH,国泰事件驱动策略混合,混合型,GUOTAISHIJIANQUDONGCELUEHUNHE
10419,020026,GTCZYXHH,国泰成长优选混合,混合型,GUOTAICHENGZHANGYOUXUANHUNHE
10420,020031,GTXJGLHBA,国泰现金管理货币A,货币型,GUOTAIXIANJINGUANLIHUOBIA
10421,020032,GTXJGLHBB,国泰现金管理货币B,货币型,GUOTAIXIANJINGUANLIHUOBIB
10422,020033,GTMAZLZQA,国泰民安增利债券A,债券型,GUOTAIMINANZENGLIZHAIQUANA
10423,020034,GTMAZLZQC,国泰民安增利债券C,债券型,GUOTAIMINANZENGLIZHAIQUANC
10424,040001,HACXHH,华安创新混合,混合型,HUAANCHUANGXINHUNHE
10425,040002,HAZGAGZQZS,华安中国A股增强指数,股票指数,HUAANZHONGGUOAGUZENGQIANGZHISHU
10426,040003,HAXJFLHBA,华安现金富利货币A,货币型,HUAANXIANJINFULIHUOBIA
10427,040004,HABLPZHH,华安宝利配置混合,混合型,HUAANBAOLIPEIZHIHUNHE
10428,040005,HAHLHH,华安宏利混合,混合型,HUAANHONGLIHUNHE
10429,040007,HAZXPCZHH,华安中小盘成长混合,混合型,HUAANZHONGXIAOPANCHENGZHANGHUNHE
10430,040008,HACLYXHH,华安策略优选混合,混合型,HUAANCELUEYOUXUANHUNHE
10431,040009,HAWDSYZQA,华安稳定收益债券A,债券型,HUAANWENDINGSHOUYIZHAIQUANA
10432,040010,HAWDSYZQB,华安稳定收益债券B,债券型,HUAANWENDINGSHOUYIZHAIQUANB
10433,040011,HAHXYXHH,华安核心优选混合,混合型,HUAANHEXINYOUXUANHUNHE
10434,040012,HAQHSYZQA,华安强化收益债券A,债券型,HUAANQIANGHUASHOUYIZHAIQUANA
10435,040013,HAQHSYZQB,华安强化收益债券B,债券型,HUAANQIANGHUASHOUYIZHAIQUANB
10436,040015,HADTLHPZHH,华安动态灵活配置混合,混合型,HUAANDONGTAILINGHUOPEIZHIHUNHE
10437,040016,HAHYLDHH,华安行业轮动混合,混合型,HUAANHANGYELUNDONGHUNHE
10438,040018,HAXGJXGPQDII,华安香港精选股票(QDII),QDII,HUAANXIANGGANGJINGXUANGUPIAOQDII
10439,040019,HAWGSYZQC,华安稳固收益债券C,债券型,HUAANWENGUSHOUYIZHAIQUANC
10440,040020,HASJZTHH,华安升级主题混合,混合型,HUAANSHENGJIZHUTIHUNHE
10441,040021,HADZHSJGP,华安大中华升级股票,QDII,HUAANDAZHONGHUASHENGJIGUPIAO
10442,040022,HAKZZZQA,华安可转债债券A,债券型,HUAANKEZHUANZHAIZHAIQUANA
10443,040023,HAKZZZQB,华安可转债债券B,债券型,HUAANKEZHUANZHAIZHAIQUANB
10444,040025,HAKJDLHH,华安科技动力混合,混合型,HUAANKEJIDONGLIHUNHE
10445,040026,HAXYSJHZQA,华安信用四季红债券A,债券型,HUAANXINYONGSIJIHONGZHAIQUANA
10446,040035,HANXCLHH,华安逆向策略混合,混合型,HUAANNIXIANGCELUEHUNHE
10447,040036,HAAXSYZQA,华安安心收益债券A,债券型,HUAANANXINSHOUYIZHAIQUANA
10448,040037,HAAXSYZQB,华安安心收益债券B,债券型,HUAANANXINSHOUYIZHAIQUANB
10449,040038,HARRXHBA,华安日日鑫货币A,货币型,HUAANRIRIXINHUOBIA
10450,040039,HARRXHBB,华安日日鑫货币B,货币型,HUAANRIRIXINHUOBIB
10451,040040,HACZZQA,华安纯债债券A,债券型,HUAANCHUNZHAIZHAIQUANA
10452,040041,HACZZQC,华安纯债债券C,债券型,HUAANCHUNZHAIZHAIQUANC
10453,040045,HATXZDZA,华安添鑫中短债A,债券型,HUAANTIANXINZHONGDUANZHAIA
10454,040046,HANSDK100ZS,华安纳斯达克100指数,QDII-指数,HUAANNASIDAKE100ZHISHU
10455,040047,HANSDK100ZSXC,华安纳斯达克100指数现钞,QDII-指数,HUAANNASIDAKE100ZHISHUXIANCHAO
10456,040048,HANSDK100ZSXH,华安纳斯达克100指数现汇,QDII-指数,HUAANNASIDAKE100ZHISHUXIANHUI
10457,040180,HASZ180ETFLJ,华安上证180ETF联接,联接基金,HUAANSHANGZHENG180ETFLIANJIE
10458,040190,HASZLTETFLJ,华安上证龙头ETF联接,联接基金,HUAANSHANGZHENGLONGTOUETFLIANJIE
10459,041001,HACXHH,华安创新混合(后端),混合型,HUAANCHUANGXINHUNHE
10460,041002,HAZGAGZQZS,华安中国A股增强指数(后端),股票指数,HUAANZHONGGUOAGUZENGQIANGZHISHU
10461,041003,HAXJFLHBB,华安现金富利货币B,货币型,HUAANXIANJINFULIHUOBIB
10462,041004,HABLPZHH,华安宝利配置混合(后端),混合型,HUAANBAOLIPEIZHIHUNHE
10463,041005,HAHLHH,华安宏利混合(后端),混合型,HUAANHONGLIHUNHE
10464,041007,HAZXPCZHH,华安中小盘成长混合(后端),混合型,HUAANZHONGXIAOPANCHENGZHANGHUNHE
10465,041008,HACLYXHH,华安策略优选混合(后端),混合型,HUAANCELUEYOUXUANHUNHE
10466,041009,HAWDSYZQA,华安稳定收益债券A(后端),债券型,HUAANWENDINGSHOUYIZHAIQUANA
10467,041011,HAHXYXHH,华安核心优选混合(后端),混合型,HUAANHEXINYOUXUANHUNHE
10468,050001,BSJZZZHH,博时价值增长混合,混合型,BOSHIJIAZHIZENGZHANGHUNHE
10469,050002,BSHS300ZSA,博时沪深300指数A,股票指数,BOSHIHUSHEN300ZHISHUA
10470,050003,BSXJSYHBA,博时现金收益货币A,货币型,BOSHIXIANJINSHOUYIHUOBIA
10471,050004,BSJXHHA,博时精选混合A,混合型,BOSHIJINGXUANHUNHEA
10472,050006,BSWDJZZQB,博时稳定价值债券B,债券型,BOSHIWENDINGJIAZHIZHAIQUANB
10473,050007,BSPHPZHH,博时平衡配置混合,混合型,BOSHIPINGHENGPEIZHIHUNHE
10474,050008,BSDSCYHH,博时第三产业混合,混合型,BOSHIDISANCHANYEHUNHE
10475,050009,BSXXCZHH,博时新兴成长混合,混合型,BOSHIXINXINGCHENGZHANGHUNHE
10476,050010,BSTXJZHHA,博时特许价值混合A,混合型,BOSHITEXUJIAZHIHUNHEA
10477,050011,BSXYZQAB,博时信用债券A/B,债券型,BOSHIXINYONGZHAIQUANAB
10478,050012,BSCLHH,博时策略混合,混合型,BOSHICELUEHUNHE
10479,050013,BSSZCDPETFLJ,博时上证超大盘ETF联接,联接基金,BOSHISHANGZHENGCHAODAPANETFLIANJIE
10480,050014,BSCYCZHHA,博时创业成长混合A,混合型,BOSHICHUANGYECHENGZHANGHUNHEA
10481,050015,BSDZHYTJX,博时大中华亚太精选,QDII,BOSHIDAZHONGHUAYATAIJINGXUAN
10482,050016,BSHGHBZQAB,博时宏观回报债券A/B,债券型,BOSHIHONGGUANHUIBAOZHAIQUANAB
10483,050018,BSHYLDHH,博时行业轮动混合,混合型,BOSHIHANGYELUNDONGHUNHE
10484,050019,BSZZZQZQA,博时转债增强债券A,债券型,BOSHIZHUANZHAIZENGQIANGZHAIQUANA
10485,050020,BSKTZZQHB,博时抗通胀增强回报,QDII,BOSHIKANGTONGZHANGZENGQIANGHUIBAO
10486,050021,BSCYBETFLJA,博时创业板ETF联接A,联接基金,BOSHICHUANGYEBANETFLIANJIEA
10487,050022,BSHBHH,博时回报混合,混合型,BOSHIHUIBAOHUNHE
10488,050023,BSTYZQA,博时天颐债券A,债券型,BOSHITIANYIZHAIQUANA
10489,050024,BSSZZRZYETFLJ,博时上证自然资源ETF联接,联接基金,BOSHISHANGZHENGZIRANZIYUANETFLIANJIE
10490,050025,BSBP500ETFLJA,博时标普500ETF联接A,QDII-指数,BOSHIBIAOPU500ETFLIANJIEA
10491,050026,BSYLBJHYHHA,博时医疗保健行业混合A,混合型,BOSHIYILIAOBAOJIANHANGYEHUNHEA
10492,050027,BSXYZCZZQA,博时信用债纯债债券A,债券型,BOSHIXINYONGZHAICHUNZHAIZHAIQUANA
10493,050030,BSYZPXSYZQ,博时亚洲票息收益债券,QDII,BOSHIYAZHOUPIAOXISHOUYIZHAIQUAN
10494,050106,BSWDJZZQA,博时稳定价值债券A,债券型,BOSHIWENDINGJIAZHIZHAIQUANA
10495,050111,BSXYZQC,博时信用债券C,债券型,BOSHIXINYONGZHAIQUANC
10496,050116,BSHGHBZQC,博时宏观回报债券C,债券型,BOSHIHONGGUANHUIBAOZHAIQUANC
10497,050119,BSZZZQZQC,博时转债增强债券C,债券型,BOSHIZHUANZHAIZENGQIANGZHAIQUANC
10498,050123,BSTYZQC,博时天颐债券C,债券型,BOSHITIANYIZHAIQUANC
10499,050201,BSJZZZEHHH,博时价值增长贰号混合,混合型,BOSHIJIAZHIZENGZHANGERHAOHUNHE
10500,050202,BSYZPXSYZQXH,博时亚洲票息收益债券现汇,QDII,BOSHIYAZHOUPIAOXISHOUYIZHAIQUANXIANHUI
10501,050203,BSYZPXSYZQXC,博时亚洲票息收益债券现钞,QDII,BOSHIYAZHOUPIAOXISHOUYIZHAIQUANXIANCHAO
10502,051001,BSJZZZHH,博时价值增长混合(后端),混合型,BOSHIJIAZHIZENGZHANGHUNHE
